store_id,book_id,Transaction_date,sales
7,3,2012-10-03,17
2,3,2012-10-09,29
4,3,2012-10-14,27
7,3,2012-10-23,15
6,3,2012-10-30,24
10,3,2012-11-03,21
1,3,2012-11-16,20
5,3,2012-11-22,37
6,3,2012-11-30,5
10,3,2012-12-02,39
2,3,2012-12-12,7
4,3,2012-12-17,38
4,3,2012-12-25,18
1,3,2013-01-01,22
4,3,2013-01-10,23
9,3,2013-01-13,27
10,3,2013-01-20,31
3,3,2013-01-27,8
7,3,2013-02-06,22
2,3,2013-02-11,24
8,3,2013-02-21,12
9,3,2013-02-27,4
6,3,2013-03-02,36
10,3,2013-03-12,20
4,3,2013-03-22,36
3,3,2013-03-27,11
9,3,2013-04-03,18
4,3,2013-04-08,36
2,3,2013-04-13,36
7,3,2013-04-26,33
8,3,2013-05-03,1
4,3,2013-05-09,12
2,3,2013-05-15,17
9,3,2013-05-22,24
7,3,2013-05-30,1
9,3,2013-06-01,20
1,3,2013-06-13,14
8,3,2013-06-18,35
5,3,2013-06-28,8
7,3,2013-07-04,27
5,3,2013-07-06,29
9,3,2013-07-15,34
2,3,2013-07-23,26
3,3,2013-07-30,16
6,3,2013-08-08,30
10,3,2013-08-14,27
5,3,2013-08-19,3
2,3,2013-08-24,24
7,3,2013-09-01,4
6,3,2013-09-08,22
5,3,2013-09-19,22
4,3,2013-09-24,15
9,3,2013-09-29,20
7,3,2013-10-09,1
5,3,2013-10-13,14
4,3,2013-10-20,5
8,3,2013-10-26,7
3,3,2013-11-03,5
7,3,2013-11-14,10
2,3,2013-11-18,39
4,3,2013-11-28,16
1,3,2013-11-30,33
2,3,2013-12-09,9
9,3,2013-12-15,14
1,3,2013-12-21,24
1,3,2014-01-01,12
8,3,2014-01-05,5
4,3,2014-01-12,24
10,3,2014-01-23,14
3,3,2014-01-29,20
5,3,2014-02-01,38
9,3,2014-02-12,17
6,3,2014-02-17,35
4,3,2014-02-28,18
6,3,2014-03-03,22
5,3,2014-03-09,11
7,3,2014-03-15,14
2,3,2014-03-26,9
7,3,2014-04-04,10
8,3,2014-04-11,8
6,3,2014-04-13,21
2,3,2014-04-23,25
8,3,2014-04-28,38
9,3,2014-05-09,4
5,3,2014-05-14,14
5,3,2014-05-21,20
5,3,2014-05-27,11
5,3,2014-06-02,6
4,3,2014-06-13,35
10,3,2014-06-16,31
4,3,2014-06-25,13
6,3,2014-06-28,8
2,3,2014-07-09,30
3,3,2014-07-14,35
3,3,2014-07-21,21
8,3,2014-07-29,36
5,3,2014-08-08,3
1,3,2014-08-15,28
6,3,2014-08-19,19
3,3,2014-08-28,11
6,3,2014-09-05,23
3,3,2014-09-06,1
4,3,2014-09-15,5
2,3,2014-09-24,36
1,3,2014-09-27,18
5,3,2014-10-08,6
8,3,2014-10-11,4
8,3,2014-10-22,19
4,3,2014-10-25,8
3,3,2014-11-07,7
1,3,2014-11-08,27
10,3,2014-11-21,5
8,3,2014-11-26,11
9,3,2014-12-01,38
4,3,2014-12-06,1
8,3,2014-12-17,36
10,3,2014-12-23,1
8,3,2014-12-31,19
5,3,2015-01-04,10
7,3,2015-01-10,3
2,3,2015-01-22,5
10,3,2015-01-27,36
5,3,2015-02-04,5
2,3,2015-02-09,15
6,3,2015-02-20,6
8,3,2015-02-23,21
3,3,2015-03-03,33
8,3,2015-03-13,33
10,3,2015-03-18,8
1,3,2015-03-25,14
5,3,2015-03-28,38
2,3,2015-04-09,30
3,3,2015-04-13,36
9,3,2015-04-20,28
6,3,2015-04-28,21
3,3,2015-05-03,6
9,3,2015-05-09,6
5,3,2015-05-20,16
9,3,2015-05-25,8
4,3,2015-06-02,6
9,3,2015-06-10,27
8,3,2015-06-15,37
4,3,2015-06-22,3
3,3,2015-06-28,20
1,3,2015-07-05,9
9,3,2015-07-15,34
3,3,2015-07-24,18
1,3,2015-07-29,33
6,3,2015-08-05,16
7,3,2015-08-08,16
10,3,2015-08-18,16
8,3,2015-08-23,24
10,3,2015-08-30,3
10,3,2015-09-11,18
7,3,2015-09-18,23
4,3,2015-09-20,35
1,3,2015-09-29,11
8,3,2015-10-04,22
7,3,2015-10-10,16
9,3,2015-10-19,20
4,3,2015-10-27,32
2,3,2015-11-05,14
8,3,2015-11-08,4
5,3,2015-11-15,18
6,3,2015-11-22,15
3,3,2015-11-30,8
6,3,2015-12-10,17
5,3,2015-12-14,5
4,3,2015-12-24,35
3,3,2015-12-28,20
7,3,2016-01-04,18
2,3,2016-01-09,36
4,3,2016-01-21,7
5,3,2016-01-24,34
4,3,2016-02-05,8
6,3,2016-02-12,11
7,3,2016-02-17,16
6,3,2016-02-24,6
4,3,2016-03-02,38
5,3,2016-03-05,1
3,3,2016-03-14,29
4,3,2016-03-25,16
10,3,2016-03-27,16
2,3,2016-04-02,29
7,3,2016-04-09,9
1,3,2016-04-20,37
7,3,2016-04-24,12
4,3,2016-05-02,28
4,3,2016-05-13,5
8,3,2016-05-20,14
9,3,2016-05-25,18
6,3,2016-05-29,18
3,3,2016-06-09,11
6,3,2016-06-12,34
3,3,2016-06-18,4
7,41865,2014-02-04,19
4,41865,2014-02-08,37
2,41865,2014-02-20,15
5,41865,2014-02-23,26
10,41865,2014-03-01,26
2,41865,2014-03-12,36
6,41865,2014-03-21,28
5,41865,2014-03-26,17
8,41865,2014-04-01,24
3,41865,2014-04-08,19
10,41865,2014-04-16,20
6,41865,2014-04-24,37
8,41865,2014-05-02,4
10,41865,2014-05-06,23
1,41865,2014-05-14,7
10,41865,2014-05-21,15
7,41865,2014-05-28,23
1,41865,2014-06-05,39
8,41865,2014-06-08,15
9,41865,2014-06-18,17
3,41865,2014-06-24,12
5,41865,2014-07-04,7
6,41865,2014-07-09,9
7,41865,2014-07-17,35
3,41865,2014-07-24,18
6,41865,2014-08-01,12
10,41865,2014-08-02,26
9,41865,2014-08-09,20
9,41865,2014-08-20,28
5,41865,2014-08-29,31
4,41865,2014-08-30,33
9,41865,2014-09-08,11
8,41865,2014-09-17,28
6,41865,2014-09-26,34
3,41865,2014-09-30,25
7,41865,2014-10-09,38
5,41865,2014-10-15,17
9,41865,2014-10-21,2
1,41865,2014-10-27,16
3,41865,2014-11-07,34
3,41865,2014-11-09,15
5,41865,2014-11-16,12
5,41865,2014-11-28,28
2,41865,2014-12-01,13
7,41865,2014-12-12,7
10,41865,2014-12-18,25
5,41865,2014-12-23,2
3,41865,2014-12-28,35
2,41865,2015-01-08,26
8,41865,2015-01-14,3
6,41865,2015-01-17,20
2,41865,2015-01-25,10
10,41865,2015-02-04,14
9,41865,2015-02-07,28
9,41865,2015-02-20,7
7,41865,2015-02-22,34
10,41865,2015-03-01,10
9,41865,2015-03-09,27
2,41865,2015-03-18,14
2,41865,2015-03-27,28
2,41865,2015-04-03,23
8,41865,2015-04-08,39
9,41865,2015-04-12,19
5,41865,2015-04-18,4
6,41865,2015-05-01,21
8,41865,2015-05-04,33
6,41865,2015-05-14,4
4,41865,2015-05-18,23
10,41865,2015-05-29,23
7,41865,2015-06-01,11
8,41865,2015-06-12,26
2,41865,2015-06-13,27
6,41865,2015-06-25,5
1,41865,2015-06-30,24
9,41865,2015-07-08,11
1,41865,2015-07-12,3
2,41865,2015-07-23,21
7,41865,2015-07-28,21
8,41865,2015-08-07,11
6,41865,2015-08-09,22
3,41865,2015-08-17,28
6,41865,2015-08-25,30
9,41865,2015-08-31,7
7,41865,2015-09-10,25
1,41865,2015-09-15,28
4,41865,2015-09-23,7
4,41865,2015-09-30,16
8,41865,2015-10-09,14
10,41865,2015-10-10,3
5,41865,2015-10-19,18
8,41865,2015-10-25,21
7,41865,2015-11-05,27
3,41865,2015-11-11,13
8,41865,2015-11-14,3
1,41865,2015-11-24,10
7,41865,2015-11-30,11
9,41865,2015-12-10,21
8,41865,2015-12-15,13
4,41865,2015-12-20,39
6,41865,2015-12-26,8
3,41865,2016-01-03,12
5,41865,2016-01-13,3
1,41865,2016-01-22,35
8,41865,2016-01-26,29
4,41865,2016-02-04,5
6,41865,2016-02-09,39
10,41865,2016-02-18,33
4,41865,2016-02-20,24
1,41865,2016-03-03,26
10,41865,2016-03-08,7
10,41865,2016-03-18,22
1,41865,2016-03-25,36
6,41865,2016-03-27,34
1,41865,2016-04-07,30
2,41865,2016-04-10,19
5,41865,2016-04-16,14
1,41865,2016-04-29,36
10,41865,2016-04-30,15
7,41865,2016-05-13,36
8,41865,2016-05-14,35
3,41865,2016-05-21,5
8,41865,2016-06-03,18
6,41865,2016-06-06,29
6,41865,2016-06-12,11
8,41865,2016-06-19,21
7,2657,2011-03-10,34
10,2657,2011-03-15,24
9,2657,2011-03-24,27
2,2657,2011-03-27,21
8,2657,2011-04-07,25
9,2657,2011-04-10,2
6,2657,2011-04-19,32
9,2657,2011-04-24,29
3,2657,2011-04-30,37
2,2657,2011-05-12,26
10,2657,2011-05-18,6
6,2657,2011-05-25,13
8,2657,2011-05-30,39
8,2657,2011-06-06,33
9,2657,2011-06-15,12
4,2657,2011-06-19,38
4,2657,2011-06-27,25
6,2657,2011-07-08,27
5,2657,2011-07-15,37
8,2657,2011-07-22,5
3,2657,2011-07-27,17
8,2657,2011-07-31,20
1,2657,2011-08-12,13
4,2657,2011-08-17,6
7,2657,2011-08-20,26
2,2657,2011-09-02,8
5,2657,2011-09-07,13
5,2657,2011-09-12,13
8,2657,2011-09-19,17
10,2657,2011-09-28,30
2,2657,2011-10-07,22
7,2657,2011-10-08,30
10,2657,2011-10-15,7
5,2657,2011-10-25,26
1,2657,2011-10-31,26
2,2657,2011-11-06,9
8,2657,2011-11-16,7
5,2657,2011-11-23,17
4,2657,2011-11-26,29
2,2657,2011-12-06,23
9,2657,2011-12-11,22
3,2657,2011-12-20,36
7,2657,2011-12-28,19
2,2657,2012-01-03,13
9,2657,2012-01-13,18
7,2657,2012-01-20,25
3,2657,2012-01-27,22
4,2657,2012-01-28,17
3,2657,2012-02-07,35
1,2657,2012-02-12,13
7,2657,2012-02-23,18
2,2657,2012-02-29,15
4,2657,2012-03-03,9
5,2657,2012-03-15,5
2,2657,2012-03-18,10
8,2657,2012-03-29,33
7,2657,2012-04-03,20
9,2657,2012-04-07,25
2,2657,2012-04-18,5
1,2657,2012-04-24,17
7,2657,2012-05-03,2
10,2657,2012-05-10,39
6,2657,2012-05-18,27
4,2657,2012-05-22,17
5,2657,2012-05-28,21
9,2657,2012-06-05,11
7,2657,2012-06-11,29
9,2657,2012-06-16,12
4,2657,2012-06-26,38
5,2657,2012-07-04,24
4,2657,2012-07-07,25
4,2657,2012-07-19,4
6,2657,2012-07-21,27
9,2657,2012-07-28,8
10,2657,2012-08-08,8
10,2657,2012-08-17,37
2,2657,2012-08-18,7
7,2657,2012-08-29,37
7,2657,2012-09-06,35
5,2657,2012-09-12,2
2,2657,2012-09-20,26
9,2657,2012-09-23,15
1,2657,2012-09-29,27
2,2657,2012-10-06,17
2,2657,2012-10-13,12
8,2657,2012-10-23,1
6,2657,2012-10-29,37
3,2657,2012-11-04,34
3,2657,2012-11-10,32
3,2657,2012-11-20,25
1,2657,2012-11-28,5
7,2657,2012-12-01,15
9,2657,2012-12-08,28
2,2657,2012-12-17,25
8,2657,2012-12-27,16
6,2657,2012-12-31,30
5,2657,2013-01-09,15
10,2657,2013-01-14,2
5,2657,2013-01-23,12
1,2657,2013-01-28,37
6,2657,2013-02-04,30
3,2657,2013-02-11,31
10,2657,2013-02-17,30
3,2657,2013-02-25,21
2,2657,2013-03-07,29
10,2657,2013-03-13,9
1,2657,2013-03-22,10
8,2657,2013-03-28,1
1,2657,2013-04-01,11
10,2657,2013-04-06,8
10,2657,2013-04-13,2
6,2657,2013-04-26,14
10,2657,2013-04-30,28
1,2657,2013-05-05,8
7,2657,2013-05-16,15
9,2657,2013-05-21,16
8,2657,2013-05-27,34
7,2657,2013-06-02,22
7,2657,2013-06-11,32
2,2657,2013-06-21,19
1,2657,2013-06-27,17
2,2657,2013-06-30,17
4,2657,2013-07-10,6
2,2657,2013-07-14,21
9,2657,2013-07-24,32
4,2657,2013-07-30,17
2,2657,2013-08-07,36
6,2657,2013-08-13,32
6,2657,2013-08-18,27
10,2657,2013-08-28,39
2,2657,2013-09-06,20
6,2657,2013-09-07,7
7,2657,2013-09-15,21
1,2657,2013-09-21,19
3,2657,2013-10-04,3
4,2657,2013-10-06,9
9,2657,2013-10-16,37
6,2657,2013-10-19,17
6,2657,2013-10-28,31
8,2657,2013-11-05,4
6,2657,2013-11-15,9
9,2657,2013-11-16,32
1,2657,2013-11-24,3
7,2657,2013-12-06,6
4,2657,2013-12-09,22
5,2657,2013-12-17,22
3,2657,2013-12-27,38
9,2657,2014-01-03,16
4,2657,2014-01-04,9
9,2657,2014-01-16,11
10,2657,2014-01-22,33
4,2657,2014-01-27,39
3,2657,2014-02-03,17
3,2657,2014-02-11,38
9,2657,2014-02-16,26
8,2657,2014-02-27,12
1,2657,2014-03-07,24
9,2657,2014-03-08,14
10,2657,2014-03-18,33
2,2657,2014-03-26,17
7,2657,2014-04-04,8
8,2657,2014-04-11,10
2,2657,2014-04-14,23
8,2657,2014-04-19,17
10,2657,2014-05-02,12
9,2657,2014-05-05,28
9,2657,2014-05-13,13
8,2657,2014-05-23,30
4,2657,2014-05-27,16
8,2657,2014-06-01,36
9,2657,2014-06-10,34
10,2657,2014-06-18,27
9,2657,2014-06-23,25
6,2657,2014-06-30,25
7,2657,2014-07-06,36
9,2657,2014-07-12,22
6,2657,2014-07-20,17
8,2657,2014-08-01,19
1,2657,2014-08-05,35
7,2657,2014-08-13,17
7,2657,2014-08-20,14
7,2657,2014-08-26,7
7,2657,2014-08-31,22
8,2657,2014-09-08,27
8,2657,2014-09-13,9
9,2657,2014-09-21,5
1,2657,2014-09-28,7
5,2657,2014-10-09,27
7,2657,2014-10-12,18
2,2657,2014-10-21,7
6,2657,2014-10-26,10
4,2657,2014-11-04,29
4,2657,2014-11-10,15
8,2657,2014-11-18,22
7,2657,2014-11-22,16
2,2657,2014-12-05,23
8,2657,2014-12-09,35
1,2657,2014-12-15,34
4,2657,2014-12-26,32
9,2657,2014-12-27,26
4,2657,2015-01-04,23
1,2657,2015-01-10,1
4,2657,2015-01-22,7
7,2657,2015-01-24,31
5,2657,2015-02-03,7
3,2657,2015-02-07,2
7,2657,2015-02-18,20
6,2657,2015-02-26,18
4,2657,2015-03-05,19
9,2657,2015-03-11,1
9,2657,2015-03-14,28
1,2657,2015-03-27,15
9,2657,2015-03-28,34
3,2657,2015-04-08,36
4,2657,2015-04-12,15
8,2657,2015-04-21,36
2,2657,2015-05-01,21
2,2657,2015-05-06,12
10,2657,2015-05-09,13
6,2657,2015-05-22,32
9,2657,2015-05-23,38
10,2657,2015-06-05,4
1,2657,2015-06-08,25
10,2657,2015-06-16,39
2,2657,2015-06-22,8
3,2657,2015-06-30,11
6,2657,2015-07-06,2
2,2657,2015-07-16,2
4,2657,2015-07-21,28
8,2657,2015-07-26,20
10,2657,2015-08-04,33
3,2657,2015-08-11,38
2,2657,2015-08-20,18
4,2657,2015-08-25,4
8,2657,2015-09-03,38
5,2657,2015-09-10,11
6,2657,2015-09-12,37
5,2657,2015-09-25,29
3,2657,2015-10-01,16
7,2657,2015-10-04,11
9,2657,2015-10-12,1
1,2657,2015-10-22,25
9,2657,2015-10-26,31
3,2657,2015-11-04,3
9,2657,2015-11-11,14
3,2657,2015-11-14,13
9,2657,2015-11-24,1
2,2657,2015-12-02,10
5,2657,2015-12-11,39
9,2657,2015-12-16,34
4,2657,2015-12-20,4
1,2657,2015-12-30,25
9,2657,2016-01-04,32
7,2657,2016-01-13,29
3,2657,2016-01-17,1
2,2657,2016-01-25,33
10,2657,2016-02-01,21
10,2657,2016-02-11,24
9,2657,2016-02-13,15
7,2657,2016-02-21,6
8,2657,2016-03-03,9
1,2657,2016-03-09,27
5,2657,2016-03-12,39
6,2657,2016-03-25,25
3,2657,2016-03-26,4
1,2657,2016-04-04,23
3,2657,2016-04-11,34
4,2657,2016-04-19,14
8,2657,2016-04-28,4
7,2657,2016-05-01,20
1,2657,2016-05-13,3
10,2657,2016-05-16,30
5,2657,2016-05-24,5
7,2657,2016-06-03,37
1,2657,2016-06-05,11
8,2657,2016-06-16,20
3,2657,2016-06-19,16
3,4671,2011-05-26,6
4,4671,2011-05-31,5
7,4671,2011-06-09,36
6,4671,2011-06-13,16
3,4671,2011-06-24,37
4,4671,2011-06-28,1
4,4671,2011-07-06,20
3,4671,2011-07-10,21
3,4671,2011-07-22,8
7,4671,2011-07-28,2
4,4671,2011-08-04,8
1,4671,2011-08-09,36
6,4671,2011-08-13,14
5,4671,2011-08-21,4
4,4671,2011-08-31,37
10,4671,2011-09-08,6
1,4671,2011-09-13,32
1,4671,2011-09-17,29
10,4671,2011-09-26,10
1,4671,2011-10-07,1
5,4671,2011-10-08,31
5,4671,2011-10-20,31
8,4671,2011-10-24,8
4,4671,2011-11-03,20
9,4671,2011-11-05,37
5,4671,2011-11-13,11
5,4671,2011-11-23,22
2,4671,2011-12-01,1
5,4671,2011-12-05,1
2,4671,2011-12-16,33
3,4671,2011-12-23,8
6,4671,2011-12-25,13
5,4671,2011-12-31,35
6,4671,2012-01-11,20
8,4671,2012-01-16,31
5,4671,2012-01-21,29
4,4671,2012-02-03,26
1,4671,2012-02-10,27
2,4671,2012-02-11,6
8,4671,2012-02-20,34
3,4671,2012-03-01,33
8,4671,2012-03-07,19
6,4671,2012-03-14,3
6,4671,2012-03-22,37
5,4671,2012-03-27,14
2,4671,2012-04-01,14
7,4671,2012-04-13,2
6,4671,2012-04-15,38
6,4671,2012-04-23,29
6,4671,2012-05-02,16
7,4671,2012-05-09,34
1,4671,2012-05-18,8
8,4671,2012-05-25,38
1,4671,2012-05-27,21
6,4671,2012-06-06,25
6,4671,2012-06-15,5
4,4671,2012-06-17,25
8,4671,2012-06-29,18
9,4671,2012-07-02,15
3,4671,2012-07-11,32
7,4671,2012-07-18,19
7,4671,2012-07-21,32
5,4671,2012-08-03,26
3,4671,2012-08-05,13
1,4671,2012-08-16,24
7,4671,2012-08-24,24
7,4671,2012-08-25,9
6,4671,2012-09-07,32
6,4671,2012-09-10,9
7,4671,2012-09-16,37
4,4671,2012-09-25,27
9,4671,2012-09-29,12
10,4671,2012-10-12,20
9,4671,2012-10-16,13
2,4671,2012-10-20,14
9,4671,2012-10-31,37
9,4671,2012-11-03,33
1,4671,2012-11-15,30
2,4671,2012-11-17,13
3,4671,2012-11-30,7
1,4671,2012-12-04,16
3,4671,2012-12-11,4
2,4671,2012-12-20,15
9,4671,2012-12-27,28
10,4671,2012-12-29,34
7,4671,2013-01-10,3
5,4671,2013-01-16,7
6,4671,2013-01-19,25
10,4671,2013-01-27,21
1,4671,2013-02-04,3
7,4671,2013-02-12,22
4,4671,2013-02-22,22
3,4671,2013-02-26,3
7,4671,2013-03-05,6
8,4671,2013-03-10,3
10,4671,2013-03-17,22
7,4671,2013-03-29,23
9,4671,2013-04-04,14
1,4671,2013-04-07,18
3,4671,2013-04-13,28
8,4671,2013-04-23,24
6,4671,2013-04-27,31
4,4671,2013-05-09,4
2,4671,2013-05-16,33
9,4671,2013-05-20,25
2,4671,2013-05-25,39
1,4671,2013-06-02,18
10,4671,2013-06-14,25
10,4671,2013-06-18,20
1,4671,2013-06-26,23
6,4671,2013-07-01,1
1,4671,2013-07-11,1
4,4671,2013-07-19,34
8,4671,2013-07-26,11
4,4671,2013-07-30,22
9,4671,2013-08-05,38
7,4671,2013-08-11,23
4,4671,2013-08-20,24
4,4671,2013-08-25,15
10,4671,2013-09-03,34
4,4671,2013-09-12,1
1,4671,2013-09-16,5
10,4671,2013-09-21,33
5,4671,2013-10-03,11
6,4671,2013-10-07,5
7,4671,2013-10-15,35
4,4671,2013-10-23,1
5,4671,2013-10-30,4
10,4671,2013-11-04,14
5,4671,2013-11-09,27
1,4671,2013-11-20,11
8,4671,2013-11-26,16
5,4671,2013-12-01,18
5,4671,2013-12-13,30
6,4671,2013-12-15,27
1,4671,2013-12-27,5
1,4671,2014-01-03,21
1,4671,2014-01-07,33
5,4671,2014-01-16,15
10,4671,2014-01-19,11
4,4671,2014-01-25,11
4,4671,2014-02-05,14
3,4671,2014-02-10,32
2,4671,2014-02-21,6
4,4671,2014-02-27,28
4,4671,2014-03-02,27
9,4671,2014-03-13,7
3,4671,2014-03-21,22
10,4671,2014-03-22,9
7,4671,2014-03-30,26
5,4671,2014-04-09,5
3,4671,2014-04-17,12
10,4671,2014-04-20,11
7,4671,2014-04-30,12
1,4671,2014-05-08,16
10,4671,2014-05-13,3
10,4671,2014-05-23,11
7,4671,2014-05-28,14
5,4671,2014-06-04,34
5,4671,2014-06-09,22
1,4671,2014-06-16,6
9,4671,2014-06-22,20
8,4671,2014-06-29,12
8,4671,2014-07-05,20
9,4671,2014-07-14,36
5,4671,2014-07-25,21
9,4671,2014-07-28,38
6,4671,2014-08-07,15
3,4671,2014-08-10,6
5,4671,2014-08-19,23
5,4671,2014-08-24,4
7,4671,2014-09-02,39
4,4671,2014-09-10,5
4,4671,2014-09-16,17
3,4671,2014-09-20,25
10,4671,2014-09-29,38
1,4671,2014-10-07,29
9,4671,2014-10-13,32
8,4671,2014-10-24,27
4,4671,2014-10-30,23
3,4671,2014-11-01,20
6,4671,2014-11-12,1
6,4671,2014-11-20,10
4,4671,2014-11-22,27
2,4671,2014-12-03,11
10,4671,2014-12-11,36
4,4671,2014-12-16,23
